gid,entidad,geom,fna,gna,nam,fdc,sag
35038,1,POINT(-59.369448 -26.3108559999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario El Colorado,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario El Colorado,Ministerio del Interior,IGN
35039,1,POINT(-58.1766689999999 -26.179157),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Formosa,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Formosa,Ministerio del Interior,IGN
35040,1,POINT(-58.1605269999999 -26.1876799999999),Universidad Empresarial Siglo 21 Cau Formosa Alas,Universidad,Empresarial Siglo 21 Cau Formosa Alas,Ministerio del Interior,IGN
35041,1,POINT(-59.860063 -25.2209799999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Ibarreta,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Ibarreta,Ministerio del Interior,IGN
35042,1,POINT(-65.6971179999999 -22.721552),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Warmi,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Warmi,Ministerio del Interior,IGN
35043,1,POINT(-65.258809 -24.3896779999999),Universidad Empresarial Siglo 21 Asociación Civil Enseñar y Crecer El Carmen,Universidad,Empresarial Siglo 21 Asociación Civil Enseñar y Crecer El Carmen,Ministerio del Interior,IGN
35044,1,POINT(-65.5999189999999 -22.1047579999999),Universidad Empresarial Siglo 21 Instituto Open Access,Universidad,Empresarial Siglo 21 Instituto Open Access,Ministerio del Interior,IGN
35045,1,POINT(-64.78714 -23.8116239999999),Universidad Empresarial Siglo 21 Asociación Civil Enseñar y Crecer,Universidad,Empresarial Siglo 21 Asociación Civil Enseñar y Crecer,Ministerio del Interior,IGN
35046,1,POINT(-64.868637 -24.230872),Universidad Empresarial Siglo 21 Asociación Civil Enseñar y Crecer,Universidad,Empresarial Siglo 21 Asociación Civil Enseñar y Crecer,Ministerio del Interior,IGN
35047,1,POINT(-65.3029319999999 -24.182202),Universidad Empresarial Siglo 21 Fundación Magister Jujuy,Universidad,Empresarial Siglo 21 Fundación Magister Jujuy,Ministerio del Interior,IGN
35048,1,POINT(-64.2898999999999 -35.9127799999999),Universidad Empresarial Siglo 21 CTC Eduardo Castex,Universidad,Empresarial Siglo 21 CTC Eduardo Castex,Ministerio del Interior,IGN
35049,1,POINT(-64.599586 -37.377605),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario General Acha,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario General Acha,Ministerio del Interior,IGN
35050,1,POINT(-63.7536279999999 -35.650023),Universidad Empresarial Siglo 21 Instituto Superior de Tecnología Avanzada (Ista),Universidad,Empresarial Siglo 21 Instituto Superior de Tecnología Avanzada (Ista),Ministerio del Interior,IGN
35051,1,POINT(-64.293086 -36.629646),Universidad Empresarial Siglo 21 Colegio Universitario Liceo Informático,Universidad,Empresarial Siglo 21 Colegio Universitario Liceo Informático,Ministerio del Interior,IGN
35052,1,POINT(-64.2928649999999 -36.622065),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Rosa,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Rosa,Ministerio del Interior,IGN
35053,1,POINT(-66.311136 -30.362336),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Chamical,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Chamical,Ministerio del Interior,IGN
35054,1,POINT(-67.489536 -29.1674229999999),Universidad Empresarial Siglo 21 Escuela Privada Jean Piaget,Universidad,Empresarial Siglo 21 Escuela Privada Jean Piaget,Ministerio del Interior,IGN
35055,1,POINT(-66.8471039999999 -29.438525),Universidad Empresarial Siglo 21 Fundación Senior,Universidad,Empresarial Siglo 21 Fundación Senior,Ministerio del Interior,IGN
35056,1,POINT(-60.59146 -24.70897),Universidad Empresarial Siglo 21 Iac,Universidad,Empresarial Siglo 21 Iac,Ministerio del Interior,IGN
35057,1,POINT(-67.691861 -34.9758669999999),Universidad Empresarial Siglo 21 Instituto de La Santísima Trinidad,Universidad,Empresarial Siglo 21 Instituto de La Santísima Trinidad,Ministerio del Interior,IGN
35058,1,POINT(-68.8584759999999 -32.903382),Universidad Empresarial Siglo 21 Instituto de Educación San Jorge,Universidad,Empresarial Siglo 21 Instituto de Educación San Jorge,Ministerio del Interior,IGN
35059,1,POINT(-67.5545339999999 -33.4619339999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Paz Mendoza,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Paz Mendoza,Ministerio del Interior,IGN
35060,1,POINT(-68.897714 -32.985493),Universidad Empresarial Siglo 21 Instituto de Educación San Jorge,Universidad,Empresarial Siglo 21 Instituto de Educación San Jorge,Ministerio del Interior,IGN
35061,1,POINT(-68.7877349999999 -32.9856389999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Maipú,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Maipú,Ministerio del Interior,IGN
35062,1,POINT(-69.585703 -35.466437),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Malargüe,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Malargüe,Ministerio del Interior,IGN
35063,1,POINT(-68.837954 -32.894241),Universidad Empresarial Siglo 21 Centro de Educación Profesional,Universidad,Empresarial Siglo 21 Centro de Educación Profesional,Ministerio del Interior,IGN
35064,1,POINT(-68.460901 -33.1975199999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Rivadavia,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Rivadavia,Ministerio del Interior,IGN
35065,1,POINT(-68.4869679999999 -33.0789809999999),Universidad Empresarial Siglo 21 Centro de Estudios Superiores San Martín,Universidad,Empresarial Siglo 21 Centro de Estudios Superiores San Martín,Ministerio del Interior,IGN
35066,1,POINT(-68.3196629999999 -34.622043),Universidad Empresarial Siglo 21 Fundación Educativa de La Santísima Trinidad,Universidad,Empresarial Siglo 21 Fundación Educativa de La Santísima Trinidad,Ministerio del Interior,IGN
35067,1,POINT(-69.011358 -33.5796159999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Tunuyán,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Tunuyán,Ministerio del Interior,IGN
35068,1,POINT(-55.750685 -27.910117),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Apóstoles,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Apóstoles,Ministerio del Interior,IGN
35069,1,POINT(-54.04875 -25.671101),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Comandante Andresito,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Comandante Andresito,Ministerio del Interior,IGN
35070,1,POINT(-54.669012 -26.407478),Universidad Empresarial Siglo 21 Instituto Puerto Bemberg Eldorado,Universidad,Empresarial Siglo 21 Instituto Puerto Bemberg Eldorado,Ministerio del Interior,IGN
35071,1,POINT(-55.874591 -27.4462819999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Garupá,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Garupá,Ministerio del Interior,IGN
35072,1,POINT(-55.317221 -27.6127769999999),Universidad Empresarial Siglo 21 Instituto Santiago Canclini,Universidad,Empresarial Siglo 21 Instituto Santiago Canclini,Ministerio del Interior,IGN
35073,1,POINT(-55.1214229999999 -27.4926589999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Obera,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Obera,Ministerio del Interior,IGN
35074,1,POINT(-55.903292 -27.3659299999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Posadas,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Posadas,Ministerio del Interior,IGN
35076,1,POINT(-65.89208 -47.7499579999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Deseado,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Deseado,Ministerio del Interior,IGN
35077,1,POINT(-54.5764179999999 -25.60504),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Iguazú,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Iguazú,Ministerio del Interior,IGN
35078,1,POINT(-55.025653 -26.811391),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Rico,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto Rico,Ministerio del Interior,IGN
35079,1,POINT(-53.7362019999999 -26.055763),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario San Antonio Misiones,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario San Antonio Misiones,Ministerio del Interior,IGN
35080,1,POINT(-55.135029 -27.8747539999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario San Javier,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario San Javier,Ministerio del Interior,IGN
35081,1,POINT(-58.3903319999999 -34.589645),Universidad Notarial Argentina Sede Capital,Universidad,Notarial Argentina Sede Capital,Ministerio del Interior,IGN
35082,1,POINT(-54.484427 -26.996727),Universidad Empresarial Siglo 21 Centro de Aprendizaje Unversitario San Vicente,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Unversitario San Vicente,Ministerio del Interior,IGN
35083,1,POINT(-70.271733 -37.379069),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Chos Malal,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Chos Malal,Ministerio del Interior,IGN
35084,1,POINT(-69.228897 -38.936956),Universidad Empresarial Siglo 21 Centro de Formación Novaedu Cutral Co,Universidad,Empresarial Siglo 21 Centro de Formación Novaedu Cutral Co,Ministerio del Interior,IGN
35085,1,POINT(-68.2287798259999 -38.952762505),Universidad Siglo 21 Centro de Aprendizaje Universitario Plottier,Universidad,Siglo 21 Centro de Aprendizaje Universitario Plottier,IGN04/Universidad Siglo 21,IGN
35086,1,POINT(-68.925178036 -37.3893687789999),Universidad Siglo 21 Anexo Rincón de los Sauces,Universidad,Siglo 21 Anexo Rincón de los Sauces,IGN04/Sitio Web de la Institución,IGN
35087,1,POINT(-70.070874037 -38.900865531),Universidad Siglo 21 Centro de Aprendizaje Universitario Zapala,Universidad,Siglo 21 Centro de Aprendizaje Universitario Zapala,IGN04/Sitio Web de la Institución,IGN
35111,1,POINT(-68.498006 -31.539704),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Lucia,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Santa Lucia,Ministerio del Interior,IGN
35088,1,POINT(-67.8004 -37.8823379999999),Universidad Empresarial Siglo 21 Cooperativa de Trabajo en Servicio de Educación de Catriel Limitada,Universidad,Empresarial Siglo 21 Cooperativa de Trabajo en Servicio de Educación de Catriel Limitada,Ministerio del Interior,IGN
35089,1,POINT(-65.657316 -39.282729),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Choele Choel,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Choele Choel,Ministerio del Interior,IGN
35090,1,POINT(-71.535969 -41.9605809999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario El Bolson,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario El Bolson,Ministerio del Interior,IGN
35091,1,POINT(-67.575886697 -39.023023902),Universidad Empresarial Siglo 21 - Sede General Roca,Universidad,Empresarial Siglo 21 - Sede General Roca,IGN04/Mapa Educativo,IGN
35092,1,POINT(-64.9404269999999 -40.731553),Universidad Empresarial Siglo 21 Instituto Patagonia San Antonio Oeste,Universidad,Empresarial Siglo 21 Instituto Patagonia San Antonio Oeste,Ministerio del Interior,IGN
35093,1,POINT(-71.3038115849999 -41.1339890309999),Universidad Empresarial Siglo 21 Datasoft,Universidad,Empresarial Siglo 21 Datasoft,Ministerio del Interior/Open Street View,IGN
35094,1,POINT(-62.995999 -40.8023059999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Viedma,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Viedma,Ministerio del Interior,IGN
35095,1,POINT(-62.990577 -40.8086059999999),Universidad Empresarial Siglo 21 Instituto Patagonia,Universidad,Empresarial Siglo 21 Instituto Patagonia,Ministerio del Interior,IGN
35096,1,POINT(-67.084531 -39.094954),Universidad Empresarial Siglo 21 Universe,Universidad,Empresarial Siglo 21 Universe,Ministerio del Interior,IGN
35097,1,POINT(-65.975806 -26.0709859999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Cafayate,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Cafayate,Ministerio del Interior,IGN
35098,1,POINT(-65.4934279999999 -25.076852),Universidad Empresarial Siglo 21 Centro Tecnológico Comunitario,Universidad,Empresarial Siglo 21 Centro Tecnológico Comunitario,Ministerio del Interior,IGN
35099,1,POINT(-64.096737 -23.210166),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Embarcación,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Embarcación,Ministerio del Interior,IGN
35100,1,POINT(-65.0477529999999 -24.6772359999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Güemes,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Güemes,Ministerio del Interior,IGN
35101,1,POINT(-64.124768 -25.116502),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Joaquín V. Gonzales,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Joaquín V. Gonzales,Ministerio del Interior,IGN
35102,1,POINT(-64.977527 -25.8009049999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Rosario de la Frontera,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Rosario de la Frontera,Ministerio del Interior,IGN
35103,1,POINT(-65.404754 -24.780201),Universidad Empresarial Siglo 21 Fundación Magister Salta,Universidad,Empresarial Siglo 21 Fundación Magister Salta,Ministerio del Interior,IGN
35104,1,POINT(-64.969228 -25.499471),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Metan,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Metan,Ministerio del Interior,IGN
35105,1,POINT(-64.322593 -23.128947),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Orán,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Orán,Ministerio del Interior,IGN
35106,1,POINT(-63.7988809999999 -22.5203959999999),Universidad Empresarial Siglo 21 Fundación Magister Tartagal,Universidad,Empresarial Siglo 21 Fundación Magister Tartagal,Ministerio del Interior,IGN
35107,1,POINT(-68.747668 -30.235542),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Jáchal,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Jáchal,Ministerio del Interior,IGN
35108,1,POINT(-68.5358669999999 -31.585972),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Rawson,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Rawson,Ministerio del Interior,IGN
35109,1,POINT(-68.529164 -31.540244),Universidad Empresarial Siglo 21 Cau San Juan 1,Universidad,Empresarial Siglo 21 Cau San Juan 1,Ministerio del Interior,IGN
35110,1,POINT(-68.516151 -31.5353729999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario San Juan 2,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario San Juan 2,Ministerio del Interior,IGN
35112,1,POINT(-66.269689 -33.2926199999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Juana Koslay,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Juana Koslay,Ministerio del Interior,IGN
35113,1,POINT(-66.3133999999999 -33.183209),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Punta,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Punta,Ministerio del Interior,IGN
35114,1,POINT(-65.620167 -33.0521419999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario La Toma,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario La Toma,Ministerio del Interior,IGN
35115,1,POINT(-65.0334999999999 -32.3493),Universidad Empresarial Siglo 21 Centro Universitario Merlo,Universidad,Empresarial Siglo 21 Centro Universitario Merlo,Ministerio del Interior,IGN
35116,1,POINT(-66.329053 -33.303041),Universidad Empresarial Siglo 21 Instituto Santa Catalina (2),Universidad,Empresarial Siglo 21 Instituto Santa Catalina (2),Ministerio del Interior,IGN
35117,1,POINT(-65.463943 -33.6816439999999),Universidad Empresarial Siglo 21 Fundación Puntana Eva Perón,Universidad,Empresarial Siglo 21 Fundación Puntana Eva Perón,Ministerio del Interior,IGN
35118,1,POINT(-72.25681 -50.3367239999999),Universidad Empresarial Siglo 21 Calafate Enseña,Universidad,Empresarial Siglo 21 Calafate Enseña,Ministerio del Interior,IGN
35119,1,POINT(-67.53333 -46.43342),Universidad Empresarial Siglo 21 Consultora Formar,Universidad,Empresarial Siglo 21 Consultora Formar,Ministerio del Interior,IGN
35120,1,POINT(-68.942776 -46.537638),Universidad Empresarial Siglo 21 Consultora Formar,Universidad,Empresarial Siglo 21 Consultora Formar,Ministerio del Interior,IGN
35121,1,POINT(-67.720202 -49.313564),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto San Julián,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Puerto San Julián,Ministerio del Interior,IGN
35122,1,POINT(-68.5223589999999 -50.018163),Universidad Empresarial Siglo 21 Consultora Formar (Puerto Santa Cruz),Universidad,Empresarial Siglo 21 Consultora Formar (Puerto Santa Cruz),Ministerio del Interior,IGN
35123,1,POINT(-69.229256 -51.624881),Universidad Empresarial Siglo 21 Movimiento Cristiano Y Misionero,Universidad,Empresarial Siglo 21 Movimiento Cristiano Y Misionero,Ministerio del Interior,IGN
35124,1,POINT(-69.222934 -51.6235839999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Río Gallegos,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Río Gallegos,Ministerio del Interior,IGN
35125,1,POINT(-60.5143449999999 -33.1535019999999),Universidad Empresarial Siglo 21 Instituto Icas,Universidad,Empresarial Siglo 21 Instituto Icas,Ministerio del Interior,IGN
36483,1,POINT(-60.975218 -32.235745),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Barrancas,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Barrancas,Ministerio del Interior,IGN
36484,1,POINT(-60.2845189999999 -29.8884209999999),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Calchaquí,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Calchaquí,Ministerio del Interior,IGN
36485,1,POINT(-61.398723 -32.821072),Universidad Empresarial Siglo 21 Centro de Aprendizaje Universitario Cañada de Gómez,Universidad,Empresarial Siglo 21 Centro de Aprendizaje Universitario Cañada de Gómez,Ministerio del Interior,IGN
